LAT;;;;;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;2 m above gnd;MSL;2 m above gnd;2 m above gnd;2 m above gnd;2 m above gnd;MSL;MSL
NAME;;;;;Temperature;Relative Humidity;Mean Sea Level Pressure;Temperature;Temperature;Relative Humidity;Relative Humidity;Mean Sea Level Pressure;Mean Sea Level Pressure
UNIT;;;;;°C;%;hPa;°C;°C;%;%;hPa;hPa
AGGREGATION;;;;;daily mean;daily mean;daily mean;daily max;daily min;daily max;daily min;daily max;daily min
UTC_OFFSET;;;;;1;1;1;1;1;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature daily mean [2 m above gnd];Relative Humidity daily mean [2 m above gnd];Mean Sea Level Pressure daily mean [MSL];Temperature daily max [2 m above gnd];Temperature daily min [2 m above gnd];Relative Humidity daily max [2 m above gnd];Relative Humidity daily min [2 m above gnd];Mean Sea Level Pressure daily max [MSL];Mean Sea Level Pressure daily min [MSL]
1999;08;25;00;00;23.90;71.62;1014.87;31.55;15.83;100.00;46.00;1017.10;1012.50
1999;08;26;00;00;22.11;79.17;1015.96;26.47;17.64;95.00;63.00;1018.60;1012.80
1999;08;27;00;00;21.49;78.54;1018.96;25.86;16.39;100.00;54.00;1020.20;1018.10
1999;08;28;00;00;20.52;78.79;1020.20;25.59;15.80;100.00;51.00;1021.30;1018.90
1999;08;29;00;00;18.45;80.12;1018.72;21.90;15.04;100.00;61.00;1020.80;1016.30
1999;08;30;00;00;18.88;77.08;1017.10;24.80;13.54;99.00;55.00;1018.80;1015.30
1999;08;31;00;00;19.28;73.00;1016.76;25.22;13.37;100.00;48.00;1018.80;1015.50
1999;09;01;00;00;19.19;72.50;1020.01;25.10;12.95;100.00;50.00;1021.60;1018.80
1999;09;02;00;00;17.55;72.12;1020.41;23.77;11.01;100.00;46.00;1022.30;1018.60
1999;09;03;00;00;16.36;75.62;1016.39;23.29;8.39;98.00;55.00;1019.20;1014.80
1999;09;04;00;00;18.91;74.21;1017.42;24.88;12.59;100.00;51.00;1018.50;1016.40
1999;09;05;00;00;20.42;67.71;1016.19;26.19;13.32;95.00;45.00;1018.20;1013.50
1999;09;06;00;00;18.87;75.62;1014.86;24.74;11.59;96.00;50.00;1015.90;1014.00
1999;09;07;00;00;19.98;72.25;1017.25;25.59;12.85;97.00;44.00;1020.00;1015.60
1999;09;08;00;00;20.04;73.08;1019.90;27.09;12.41;100.00;47.00;1021.40;1018.40
1999;09;09;00;00;19.81;75.29;1022.05;26.52;13.99;98.00;44.00;1024.50;1020.60
1999;09;10;00;00;20.59;73.75;1023.57;27.60;13.21;100.00;47.00;1025.90;1021.70
1999;09;11;00;00;21.21;72.96;1019.81;28.86;14.42;100.00;45.00;1022.10;1016.90
1999;09;12;00;00;22.45;62.88;1016.88;29.79;13.65;88.00;34.00;1019.30;1014.20
1999;09;13;00;00;22.25;65.33;1011.78;29.95;13.27;97.00;37.00;1014.20;1009.40
1999;09;14;00;00;22.06;62.58;1012.71;28.56;13.09;92.00;37.00;1014.10;1011.40
1999;09;15;00;00;21.58;64.46;1012.24;27.44;15.79;86.00;42.00;1014.20;1009.50
1999;09;16;00;00;18.01;81.58;1012.92;21.68;14.46;100.00;66.00;1014.00;1011.20
1999;09;17;00;00;18.29;70.83;1011.04;23.19;14.10;100.00;44.00;1012.20;1009.60
1999;09;18;00;00;17.22;75.62;1009.33;21.47;13.73;91.00;61.00;1011.30;1006.80
1999;09;19;00;00;18.31;74.04;1002.71;24.63;12.46;98.00;46.00;1007.00;996.80
1999;09;20;00;00;15.46;87.46;1000.63;18.69;13.53;98.00;71.00;1005.80;996.60
1999;09;21;00;00;17.73;69.29;1007.78;23.54;12.52;97.00;40.00;1009.10;1005.90
1999;09;22;00;00;20.01;68.71;1010.75;27.31;15.57;90.00;42.00;1012.00;1009.90
1999;09;23;00;00;20.08;76.67;1014.52;25.28;15.11;94.00;52.00;1018.00;1012.30
1999;09;24;00;00;20.92;72.54;1018.25;26.66;13.85;97.00;47.00;1019.90;1016.00
1999;09;25;00;00;17.74;92.96;1016.62;19.94;16.55;98.00;79.00;1019.10;1012.20
1999;09;26;00;00;16.59;84.08;1012.83;19.82;11.31;98.00;63.00;1014.10;1011.70
1999;09;27;00;00;15.96;72.17;1011.60;21.94;9.10;98.00;46.00;1014.40;1007.50
1999;09;28;00;00;14.59;87.04;1010.86;17.37;9.07;96.00;75.00;1015.90;1008.80
1999;09;29;00;00;15.52;79.96;1011.20;22.38;7.92;98.00;53.00;1016.00;1007.00
1999;09;30;00;00;15.55;88.96;1004.00;18.48;13.89;98.00;80.00;1008.10;1000.20
1999;10;01;00;00;14.09;78.29;1012.56;18.07;10.66;91.00;55.00;1014.40;1008.70
1999;10;02;00;00;15.81;68.42;1008.49;24.90;7.82;95.00;37.00;1013.70;1005.20
1999;10;03;00;00;12.88;83.25;1009.01;16.88;9.44;95.00;63.00;1015.10;1005.00
1999;10;04;00;00;10.66;77.96;1016.31;13.20;8.88;95.00;61.00;1019.00;1015.10
1999;10;05;00;00;9.30;87.88;1022.61;11.01;8.14;96.00;73.00;1025.60;1018.80
1999;10;06;00;00;9.56;84.58;1026.82;11.74;7.66;97.00;68.00;1028.20;1025.40
1999;10;07;00;00;11.88;68.71;1028.41;19.74;5.87;99.00;40.00;1030.50;1026.90
1999;10;08;00;00;10.33;74.29;1027.66;15.89;2.33;92.00;50.00;1030.40;1025.60
1999;10;09;00;00;13.76;76.62;1024.80;16.49;11.48;91.00;61.00;1026.80;1023.10
1999;10;10;00;00;14.45;81.58;1025.40;18.18;11.91;93.00;67.00;1026.40;1023.50
1999;10;11;00;00;14.25;82.33;1025.93;18.85;10.34;100.00;63.00;1027.00;1025.00
1999;10;12;00;00;14.70;77.79;1025.33;19.60;10.61;97.00;57.00;1026.30;1023.90
1999;10;13;00;00;13.60;87.38;1025.47;17.99;10.50;99.00;70.00;1026.40;1024.10
1999;10;14;00;00;13.51;84.33;1024.90;18.17;10.50;99.00;61.00;1026.70;1022.90
1999;10;15;00;00;12.14;82.92;1021.00;17.51;9.23;100.00;57.00;1023.00;1018.30
1999;10;16;00;00;10.40;80.46;1019.58;16.22;5.63;99.00;56.00;1021.30;1016.80
1999;10;17;00;00;7.30;78.00;1018.40;14.38;2.48;99.00;57.00;1020.50;1016.00
1999;10;18;00;00;5.33;75.04;1014.10;13.41;-1.65;97.00;50.00;1018.50;1010.60
1999;10;19;00;00;7.23;77.21;1010.95;14.46;0.99;97.00;53.00;1012.70;1009.00
1999;10;20;00;00;10.48;83.08;1008.12;13.96;5.69;97.00;65.00;1010.90;1002.70
1999;10;21;00;00;13.32;73.29;1001.22;18.45;9.31;89.00;49.00;1006.80;997.90
1999;10;22;00;00;13.01;76.54;1005.39;18.77;6.14;91.00;57.00;1008.10;1003.10
1999;10;23;00;00;12.08;89.33;1005.05;14.96;9.07;98.00;72.00;1006.50;1002.90
1999;10;24;00;00;10.78;83.08;1001.15;16.06;3.14;98.00;65.00;1006.30;996.40
1999;10;25;00;00;12.64;95.79;1005.99;13.97;11.66;98.00;91.00;1011.60;1000.80
1999;10;26;00;00;13.31;83.54;1018.37;18.69;10.12;98.00;55.00;1024.80;1012.30
1999;10;27;00;00;12.28;80.29;1027.09;18.49;6.96;100.00;53.00;1029.10;1025.40
1999;10;28;00;00;15.14;77.12;1024.55;23.52;6.38;99.00;47.00;1026.80;1021.80
1999;10;29;00;00;18.83;84.38;1022.12;25.00;15.07;100.00;62.00;1023.30;1020.40
1999;10;30;00;00;18.71;73.25;1016.08;25.22;13.27;94.00;40.00;1020.50;1013.20
1999;10;31;00;00;13.03;78.08;1024.65;16.58;7.65;92.00;61.00;1027.30;1017.70
1999;11;01;00;00;11.95;78.83;1023.05;20.55;3.53;97.00;55.00;1026.30;1019.60
1999;11;02;00;00;14.11;93.08;1020.95;15.41;12.75;98.00;82.00;1022.90;1020.00
1999;11;03;00;00;11.13;88.08;1027.92;13.44;9.41;97.00;75.00;1030.10;1023.80
1999;11;04;00;00;8.64;84.04;1023.10;12.76;3.12;98.00;71.00;1027.30;1020.00
1999;11;05;00;00;12.38;83.00;1015.58;17.34;8.74;96.00;63.00;1020.30;1008.80
1999;11;06;00;00;9.40;83.83;1013.84;12.90;7.18;91.00;72.00;1021.10;1007.90
1999;11;07;00;00;6.90;78.58;1026.36;8.43;5.74;87.00;69.00;1029.50;1021.50
1999;11;08;00;00;8.02;82.75;1030.10;9.87;6.50;94.00;70.00;1031.00;1029.30
1999;11;09;00;00;7.48;83.12;1029.73;8.39;6.60;95.00;70.00;1030.70;1028.40
1999;11;10;00;00;6.26;92.12;1025.80;6.98;4.94;97.00;85.00;1028.10;1024.50
1999;11;11;00;00;4.37;88.71;1024.77;7.40;2.38;100.00;70.00;1027.20;1023.20
1999;11;12;00;00;4.16;84.83;1027.32;8.11;1.24;96.00;62.00;1029.60;1024.60
1999;11;13;00;00;5.28;84.62;1020.75;11.40;1.81;100.00;57.00;1024.50;1017.10
1999;11;14;00;00;4.43;86.04;1014.97;9.42;1.66;96.00;62.00;1016.80;1012.60
1999;11;15;00;00;3.23;89.00;1017.53;5.26;-0.51;100.00;73.00;1019.60;1015.90
1999;11;16;00;00;2.20;79.75;1016.64;6.14;-0.97;95.00;64.00;1018.60;1014.50
1999;11;17;00;00;1.97;85.38;1013.78;4.63;-1.06;100.00;70.00;1015.30;1011.40
1999;11;18;00;00;1.63;91.33;1009.12;2.56;-0.29;97.00;80.00;1013.50;1003.40
1999;11;19;00;00;1.43;93.96;1006.04;2.26;0.56;97.00;89.00;1010.00;1003.80
1999;11;20;00;00;0.95;84.79;1013.04;4.82;-3.21;97.00;64.00;1015.80;1010.50
1999;11;21;00;00;-1.64;92.12;1013.89;0.10;-3.43;97.00;81.00;1016.20;1011.90
1999;11;22;00;00;-1.03;89.42;1018.62;0.38;-2.56;97.00;75.00;1023.50;1014.80
1999;11;23;00;00;1.11;93.08;1025.52;3.17;-1.25;97.00;89.00;1028.70;1023.60
1999;11;24;00;00;3.95;87.83;1030.53;8.37;2.04;96.00;69.00;1033.60;1028.50
1999;11;25;00;00;2.54;89.83;1035.11;7.22;0.06;100.00;71.00;1037.10;1033.70
1999;11;26;00;00;1.67;89.08;1032.78;6.97;-2.54;100.00;68.00;1037.10;1029.60
1999;11;27;00;00;2.59;88.12;1031.43;9.35;-1.95;98.00;64.00;1034.50;1029.80
1999;11;28;00;00;1.83;85.46;1031.53;7.94;-2.54;98.00;65.00;1034.10;1028.80
1999;11;29;00;00;1.67;87.92;1030.34;7.95;-3.84;100.00;68.00;1032.80;1028.80
1999;11;30;00;00;4.13;82.42;1032.10;10.03;-0.63;97.00;58.00;1034.40;1030.10
1999;12;01;00;00;5.81;83.29;1027.15;11.46;0.59;100.00;55.00;1029.80;1024.20
1999;12;02;00;00;6.81;94.75;1027.65;8.46;5.53;98.00;90.00;1030.00;1026.60
1999;12;03;00;00;5.96;85.04;1021.84;9.46;3.37;97.00;65.00;1029.50;1016.30
1999;12;04;00;00;7.04;90.25;1014.68;8.31;5.16;95.00;86.00;1017.60;1011.70
1999;12;05;00;00;2.86;87.04;1023.12;4.82;2.01;96.00;77.00;1032.10;1014.70
1999;12;06;00;00;1.70;82.50;1031.22;5.12;-2.78;100.00;58.00;1033.90;1027.60
1999;12;07;00;00;4.20;79.92;1021.83;10.66;-0.37;99.00;47.00;1027.40;1018.30
1999;12;08;00;00;7.18;95.96;1018.27;8.89;6.02;100.00;88.00;1020.60;1013.70
1999;12;09;00;00;7.68;90.29;1007.73;10.06;5.61;100.00;67.00;1013.20;1003.50
1999;12;10;00;00;5.28;90.67;1007.63;7.46;1.23;100.00;71.00;1012.20;1003.10
1999;12;11;00;00;4.24;94.17;1006.03;6.67;0.97;100.00;89.00;1011.00;1002.70
1999;12;12;00;00;7.65;95.42;1001.33;9.19;4.84;98.00;93.00;1006.90;997.00
1999;12;13;00;00;4.46;90.75;1010.97;5.90;1.39;100.00;80.00;1013.80;1006.10
1999;12;14;00;00;3.47;93.88;1002.80;4.78;2.46;97.00;90.00;1006.70;1001.10
1999;12;15;00;00;2.05;81.33;1007.81;2.85;1.20;94.00;68.00;1010.60;1005.30
1999;12;16;00;00;-0.29;81.17;1020.10;1.04;-1.99;93.00;67.00;1028.30;1010.70
1999;12;17;00;00;-0.77;83.96;1026.55;2.46;-4.44;96.00;63.00;1029.30;1020.80
1999;12;18;00;00;4.62;93.42;1015.87;7.22;2.12;100.00;82.00;1019.80;1014.20
1999;12;19;00;00;4.88;94.46;1012.85;7.69;-0.54;100.00;84.00;1021.20;1008.60
1999;12;20;00;00;0.28;78.46;1025.47;1.40;-0.95;89.00;64.00;1028.60;1022.00
1999;12;21;00;00;0.16;83.42;1030.36;2.29;-2.34;98.00;60.00;1032.50;1029.30
1999;12;22;00;00;-1.05;85.88;1030.62;3.80;-3.62;100.00;63.00;1032.50;1027.60
1999;12;23;00;00;2.43;93.12;1027.26;7.23;-3.89;100.00;84.00;1029.60;1025.70
1999;12;24;00;00;7.07;87.25;1020.86;11.78;3.96;100.00;62.00;1026.00;1012.80
1999;12;25;00;00;7.23;92.71;1007.90;9.29;4.89;100.00;82.00;1014.70;1004.80
1999;12;26;00;00;7.95;96.62;998.00;9.91;5.37;100.00;82.00;1010.10;982.00
1999;12;27;00;00;5.53;93.08;997.32;8.02;4.12;99.00;84.00;1002.70;990.50
1999;12;28;00;00;2.73;95.96;995.84;4.40;2.18;98.00;92.00;1004.30;987.20
1999;12;29;00;00;2.14;93.29;1014.50;3.03;0.14;97.00;86.00;1023.10;1005.20
1999;12;30;00;00;0.85;88.75;1027.39;2.69;-1.95;100.00;75.00;1029.10;1023.90
1999;12;31;00;00;1.93;91.04;1023.56;3.35;0.19;97.00;80.00;1026.40;1021.00
2000;01;01;00;00;2.81;96.46;1027.62;3.80;1.73;100.00;94.00;1030.10;1026.00
2000;01;02;00;00;4.33;93.38;1031.12;7.63;1.76;99.00;77.00;1032.20;1030.00
2000;01;03;00;00;2.24;90.58;1030.53;6.71;-0.36;100.00;73.00;1032.60;1028.40
2000;01;04;00;00;3.57;87.92;1025.64;9.13;-1.09;100.00;62.00;1029.20;1022.90
2000;01;05;00;00;6.71;94.71;1024.27;8.90;5.21;100.00;90.00;1025.70;1022.80
2000;01;06;00;00;5.84;87.75;1023.01;11.74;2.22;100.00;63.00;1026.30;1020.90
2000;01;07;00;00;6.04;91.71;1026.65;9.77;2.91;97.00;84.00;1027.90;1025.10
2000;01;08;00;00;5.89;91.17;1023.96;8.42;4.15;100.00;74.00;1025.40;1022.50
2000;01;09;00;00;6.48;92.83;1022.96;10.02;5.17;100.00;75.00;1027.60;1021.40
2000;01;10;00;00;4.49;90.92;1032.55;5.95;3.12;97.00;80.00;1035.80;1028.50
2000;01;11;00;00;3.54;88.71;1036.45;5.22;2.29;96.00;77.00;1037.40;1035.70
2000;01;12;00;00;2.17;86.50;1032.05;5.36;-0.03;99.00;63.00;1036.00;1028.00
2000;01;13;00;00;1.58;91.00;1022.93;5.77;-1.04;100.00;75.00;1027.70;1019.30
2000;01;14;00;00;2.37;82.92;1021.31;7.27;-1.16;100.00;61.00;1023.70;1019.90
2000;01;15;00;00;1.15;89.92;1027.39;5.16;-1.33;100.00;66.00;1032.10;1024.20
2000;01;16;00;00;0.38;87.96;1032.00;3.17;-1.91;99.00;65.00;1034.40;1030.20
2000;01;17;00;00;1.28;87.83;1032.95;5.83;-1.96;99.00;62.00;1034.50;1030.60
2000;01;18;00;00;2.95;94.50;1027.67;4.26;1.76;97.00;90.00;1031.90;1024.70
2000;01;19;00;00;2.17;83.25;1029.96;3.71;0.96;97.00;68.00;1033.20;1026.40
2000;01;20;00;00;2.29;80.83;1032.44;5.23;0.12;95.00;61.00;1034.00;1030.20
2000;01;21;00;00;2.34;91.46;1029.79;3.33;1.54;95.00;87.00;1030.50;1029.30
2000;01;22;00;00;1.95;93.79;1019.82;2.95;1.31;97.00;87.00;1029.00;1009.10
2000;01;23;00;00;2.35;94.96;1014.55;3.01;1.91;97.00;89.00;1017.30;1010.30
2000;01;24;00;00;-0.85;80.79;1021.16;2.12;-5.03;95.00;65.00;1026.20;1017.90
2000;01;25;00;00;-4.67;72.71;1029.18;-1.94;-6.20;88.00;58.00;1033.50;1026.50
2000;01;26;00;00;-2.83;73.96;1034.62;2.87;-6.37;91.00;53.00;1035.90;1033.80
2000;01;27;00;00;-0.62;77.42;1033.31;4.77;-4.26;95.00;47.00;1035.70;1030.60
2000;01;28;00;00;1.68;91.21;1026.21;6.48;-3.13;100.00;71.00;1030.80;1022.10
2000;01;29;00;00;4.63;90.25;1016.73;7.59;1.41;99.00;77.00;1021.70;1013.60
2000;01;30;00;00;7.23;97.75;1021.80;8.53;5.89;100.00;93.00;1026.60;1015.70
2000;01;31;00;00;8.07;93.29;1028.45;10.87;6.30;100.00;76.00;1030.50;1027.00
2000;02;01;00;00;8.63;89.75;1023.53;15.45;4.28;100.00;65.00;1028.70;1019.40
2000;02;02;00;00;7.61;97.17;1021.37;10.23;4.79;100.00;93.00;1027.10;1019.40
2000;02;03;00;00;6.48;83.79;1035.09;9.62;4.14;100.00;62.00;1039.20;1028.10
2000;02;04;00;00;5.23;81.96;1038.03;9.62;0.63;99.00;60.00;1039.50;1035.90
2000;02;05;00;00;8.69;77.75;1033.13;15.16;3.80;100.00;49.00;1037.30;1029.00
2000;02;06;00;00;8.03;85.08;1026.39;15.49;2.30;100.00;53.00;1030.40;1022.30
2000;02;07;00;00;7.01;93.54;1024.18;9.05;5.01;99.00;86.00;1025.70;1022.30
2000;02;08;00;00;8.03;95.38;1018.56;10.73;5.51;100.00;80.00;1021.30;1014.10
2000;02;09;00;00;5.51;90.96;1027.50;7.33;4.70;98.00;78.00;1032.00;1020.60
2000;02;10;00;00;6.48;86.29;1025.80;11.65;1.34;100.00;56.00;1032.10;1019.90
2000;02;11;00;00;5.78;88.17;1027.95;7.93;3.63;100.00;67.00;1030.20;1023.80
2000;02;12;00;00;3.22;86.08;1028.69;5.37;1.54;96.00;67.00;1030.20;1027.10
2000;02;13;00;00;5.43;88.12;1026.15;8.92;3.21;98.00;73.00;1029.80;1023.90
2000;02;14;00;00;6.59;91.00;1024.17;9.84;4.70;100.00;74.00;1026.50;1020.80
2000;02;15;00;00;6.85;95.25;1020.22;8.83;5.41;100.00;90.00;1022.60;1014.90
2000;02;16;00;00;5.14;89.46;1010.64;6.92;0.53;99.00;68.00;1013.60;1006.40
2000;02;17;00;00;1.67;93.08;1011.12;3.06;0.02;97.00;88.00;1019.30;1007.30
2000;02;18;00;00;3.34;91.92;1013.50;6.45;0.68;100.00;74.00;1020.00;1008.20
2000;02;19;00;00;5.56;92.38;1010.09;7.65;3.99;100.00;78.00;1016.10;1007.50
2000;02;20;00;00;1.95;83.75;1026.15;3.49;0.48;97.00;72.00;1031.70;1017.20
2000;02;21;00;00;2.85;70.79;1030.92;8.20;-1.26;97.00;48.00;1032.40;1029.60
2000;02;22;00;00;4.76;70.04;1027.35;10.72;0.94;92.00;48.00;1029.60;1025.20
2000;02;23;00;00;4.75;69.46;1027.34;11.71;0.04;95.00;46.00;1029.60;1025.90
2000;02;24;00;00;5.20;82.12;1029.36;9.03;0.39;96.00;60.00;1030.50;1028.40
2000;02;25;00;00;8.36;91.67;1029.34;10.42;6.74;95.00;86.00;1032.60;1026.90
2000;02;26;00;00;7.69;91.62;1031.45;10.28;5.67;97.00;85.00;1033.10;1029.50
2000;02;27;00;00;10.85;81.58;1027.41;16.46;6.88;100.00;61.00;1030.10;1024.10
2000;02;28;00;00;9.05;72.88;1021.70;17.32;0.40;97.00;44.00;1025.00;1017.70
2000;02;29;00;00;9.33;90.54;1017.04;11.90;7.62;97.00;73.00;1024.00;1007.50
2000;03;01;00;00;6.49;89.17;1008.99;8.11;3.55;97.00;77.00;1017.10;1006.80
2000;03;02;00;00;3.65;80.58;1024.97;6.98;1.28;96.00;57.00;1028.30;1018.50
2000;03;03;00;00;6.53;72.12;1018.29;11.53;0.70;96.00;47.00;1025.40;1012.90
2000;03;04;00;00;5.68;77.42;1021.83;8.81;2.53;95.00;54.00;1032.00;1012.10
2000;03;05;00;00;2.67;68.33;1035.10;5.96;-1.30;94.00;45.00;1036.60;1032.80
2000;03;06;00;00;5.38;60.21;1032.34;11.06;-0.42;80.00;42.00;1036.30;1028.80
2000;03;07;00;00;7.54;73.88;1029.06;13.85;2.10;89.00;57.00;1030.90;1026.80
2000;03;08;00;00;7.92;84.96;1030.37;13.03;2.27;94.00;72.00;1031.50;1028.60
2000;03;09;00;00;12.01;76.04;1027.85;17.28;4.23;97.00;54.00;1029.90;1026.00
2000;03;10;00;00;11.15;83.54;1027.70;13.29;7.10;94.00;69.00;1028.80;1026.70
2000;03;11;00;00;10.45;78.00;1021.96;16.38;3.78;98.00;46.00;1026.40;1018.20
2000;03;12;00;00;8.38;87.17;1024.27;11.90;5.06;100.00;66.00;1025.50;1022.70
2000;03;13;00;00;9.05;73.29;1025.41;17.12;1.98;98.00;46.00;1027.30;1023.00
2000;03;14;00;00;10.61;83.29;1024.20;15.01;6.81;100.00;65.00;1026.50;1020.80
2000;03;15;00;00;5.61;74.38;1029.91;9.50;2.92;99.00;58.00;1033.50;1022.40
2000;03;16;00;00;5.85;84.75;1031.35;8.66;3.27;98.00;74.00;1033.40;1029.10
2000;03;17;00;00;8.44;92.50;1027.63;10.70;6.63;99.00;81.00;1030.20;1025.50
2000;03;18;00;00;7.65;87.71;1026.75;9.11;5.99;100.00;72.00;1027.40;1026.20
2000;03;19;00;00;6.73;88.21;1027.83;9.08;5.08;97.00;74.00;1028.90;1026.50
2000;03;20;00;00;6.29;70.38;1024.92;11.39;0.25;100.00;38.00;1027.80;1021.80
2000;03;21;00;00;8.22;68.71;1021.61;13.76;2.30;92.00;46.00;1023.80;1019.30
2000;03;22;00;00;10.57;63.62;1019.02;17.62;1.95;90.00;38.00;1022.00;1016.10
2000;03;23;00;00;11.93;63.54;1014.72;18.46;2.52;86.00;41.00;1018.40;1010.30
2000;03;24;00;00;11.77;85.00;1013.29;13.23;9.14;98.00;73.00;1015.70;1010.60
2000;03;25;00;00;10.78;79.04;1015.70;14.34;7.31;97.00;61.00;1017.60;1012.80
2000;03;26;00;00;8.57;82.17;1012.82;11.33;6.38;96.00;62.00;1016.50;1008.80
2000;03;27;00;00;6.44;78.58;1008.15;8.78;4.07;95.00;59.00;1008.80;1007.40
2000;03;28;00;00;7.06;81.21;1009.74;10.03;3.43;100.00;67.00;1010.60;1008.90
2000;03;29;00;00;4.71;87.29;1008.02;7.95;1.68;97.00;73.00;1010.50;1005.70
2000;03;30;00;00;5.11;87.67;1010.30;7.05;3.57;99.00;74.00;1014.00;1008.60
2000;03;31;00;00;8.87;66.50;1008.71;14.10;2.39;100.00;39.00;1014.10;1004.20
2000;04;01;00;00;7.38;81.79;1007.00;9.18;4.15;94.00;69.00;1009.30;1004.60
2000;04;02;00;00;8.89;70.79;1003.76;16.15;1.03;100.00;39.00;1009.40;998.40
2000;04;03;00;00;13.00;69.00;992.45;18.27;7.00;93.00;47.00;998.10;988.60
2000;04;04;00;00;11.69;78.25;994.03;16.30;6.86;100.00;55.00;997.70;992.80
2000;04;05;00;00;10.59;88.46;1002.60;12.87;9.13;98.00;73.00;1010.10;997.90
2000;04;06;00;00;6.29;78.79;1020.27;10.39;0.63;96.00;55.00;1028.00;1011.50
2000;04;07;00;00;7.26;60.38;1027.68;14.43;-0.99;80.00;36.00;1029.90;1025.40
2000;04;08;00;00;9.24;71.33;1022.29;15.64;2.37;100.00;49.00;1027.30;1016.90
2000;04;09;00;00;9.88;67.38;1010.86;16.62;1.31;92.00;46.00;1016.40;1005.90
2000;04;10;00;00;11.21;70.46;1005.25;16.11;5.30;92.00;47.00;1007.80;1002.20
2000;04;11;00;00;11.03;85.83;997.38;13.47;9.13;95.00;75.00;1002.00;994.30
2000;04;12;00;00;8.48;78.42;996.08;9.74;7.14;97.00;53.00;998.50;992.40
2000;04;13;00;00;7.94;90.21;1002.05;9.87;5.40;100.00;75.00;1002.80;999.30
2000;04;14;00;00;12.95;87.38;999.84;17.92;8.23;100.00;56.00;1002.60;997.60
2000;04;15;00;00;10.32;79.75;1003.23;13.05;3.55;96.00;55.00;1007.90;998.80
2000;04;16;00;00;9.48;69.96;1002.85;16.99;-0.27;96.00;47.00;1008.80;996.80
2000;04;17;00;00;11.23;76.29;1005.07;13.82;9.20;97.00;55.00;1011.50;997.00
2000;04;18;00;00;10.88;75.12;1010.99;15.77;6.36;94.00;55.00;1013.60;1008.20
2000;04;19;00;00;10.17;78.92;1012.20;14.30;3.95;100.00;66.00;1016.20;1009.70
2000;04;20;00;00;13.51;71.88;1015.03;18.68;6.00;100.00;56.00;1017.00;1012.90
2000;04;21;00;00;17.05;71.33;1015.78;23.40;9.36;93.00;46.00;1017.30;1014.40
2000;04;22;00;00;18.24;70.04;1012.29;25.72;9.27;100.00;39.00;1016.00;1008.90
2000;04;23;00;00;16.51;75.42;1009.12;22.88;11.42;95.00;51.00;1012.70;1006.20
2000;04;24;00;00;11.60;86.42;1014.97;14.11;9.79;95.00;75.00;1016.10;1013.40
2000;04;25;00;00;13.94;74.42;1013.55;19.82;7.17;100.00;54.00;1016.10;1010.00
2000;04;26;00;00;17.81;69.38;1010.08;24.99;9.36;100.00;41.00;1011.60;1008.50
2000;04;27;00;00;18.64;69.21;1007.99;24.41;11.44;100.00;46.00;1011.80;1003.60
2000;04;28;00;00;17.86;77.96;1006.21;23.16;13.97;92.00;56.00;1009.40;1004.80
2000;04;29;00;00;12.96;89.79;1014.95;15.05;11.37;95.00;76.00;1019.80;1010.30
2000;04;30;00;00;15.12;81.54;1019.84;19.36;9.91;100.00;60.00;1021.20;1017.90
2000;05;01;00;00;16.22;84.21;1017.27;21.30;12.25;99.00;63.00;1018.80;1015.20
2000;05;02;00;00;17.35;81.12;1015.20;21.56;14.06;96.00;58.00;1016.30;1013.80
2000;05;03;00;00;17.45;78.00;1016.75;22.48;12.03;100.00;55.00;1017.80;1015.90
2000;05;04;00;00;17.48;77.50;1017.07;22.12;12.47;99.00;54.00;1018.70;1015.60
2000;05;05;00;00;18.16;72.67;1014.81;24.71;10.87;100.00;45.00;1017.20;1011.80
2000;05;06;00;00;18.68;76.04;1013.72;24.73;11.79;100.00;48.00;1015.40;1011.80
2000;05;07;00;00;18.66;72.12;1015.04;24.42;11.05;100.00;47.00;1016.70;1013.50
2000;05;08;00;00;17.43;83.33;1018.75;19.58;15.18;95.00;70.00;1020.10;1015.90
2000;05;09;00;00;18.92;72.75;1018.47;25.83;10.83;100.00;45.00;1020.90;1015.10
2000;05;10;00;00;21.38;69.62;1016.11;27.67;13.75;99.00;39.00;1018.00;1013.30
2000;05;11;00;00;21.57;71.29;1015.47;27.81;14.83;100.00;44.00;1018.30;1014.10
2000;05;12;00;00;18.83;78.29;1020.60;21.83;16.41;93.00;60.00;1022.00;1018.60
2000;05;13;00;00;17.83;85.96;1021.16;20.82;15.15;99.00;68.00;1022.00;1020.30
2000;05;14;00;00;18.87;77.50;1021.85;24.58;13.70;100.00;53.00;1023.40;1020.40
2000;05;15;00;00;19.55;69.92;1020.84;25.96;10.22;100.00;49.00;1023.10;1019.00
